id_comercio,nombre_comercio,provincia,20250401,20250402,20250403,20250404,20250405,20250406,20250407,20250408,20250409,20250410,20250411,20250412,20250413,20250414,20250415
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-M,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-J,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-J,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-M,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-K,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-T,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-A,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-C,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-H,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-X,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-A,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-E,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-M,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-C,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-T,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-C,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,,,,,,,,,,,,,
9,Disco,AR-X,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-X,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-X,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-C,5903.0,5903.0,5903.0,5903.0,5903.0,5903.0,5903.0,5903.0,5903.0,5903.0,5903.0,5903.0,5903.0,5903.0,5903.0
9,Disco,AR-C,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-C,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-X,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-C,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-M,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,,,,
9,Disco,AR-D,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,,,,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-T,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-M,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-W,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-C,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-Y,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-X,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-M,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-C,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-M,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-M,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-X,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,,,
9,Disco,AR-J,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-C,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-M,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,,,,,5466.0,5466.0,5466.0,,,,,,,5466.0,5466.0
9,Disco,AR-X,,,,,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-F,,,,,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-M,,,,,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-J,,,,,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-B,,,,,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-M,,,,,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0
9,Disco,AR-X,,,,,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,5466.0,,,
